MMKP_GR02,./mmkp_d_125.txt,304149,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_126.txt,324874,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_127.txt,288164,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_128.txt,325436,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_185.txt,449674,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_186.txt,410177,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_187.txt,404187,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_188.txt,302591,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_189.txt,420001,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_190.txt,356119,0.08,Solution is feasible
MMKP_GR02,./mmkp_d_191.txt,389489,0.08,Solution is feasible
MMKP_GR02,./mmkp_d_237.txt,323146,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_238.txt,365425,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_239.txt,355915,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_240.txt,339001,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_245.txt,496796,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_246.txt,467967,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_247.txt,426596,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_248.txt,578568,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_249.txt,513839,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_251.txt,505227,0.08,Solution is feasible
MMKP_GR02,./mmkp_d_252.txt,521961,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_253.txt,494675,0.1,Solution is feasible
MMKP_GR02,./mmkp_d_254.txt,489260,0.09,Solution is feasible
MMKP_GR02,./mmkp_d_256.txt,451059,0.09,Solution is feasible
