MMKP_GR02,./mmkp_a_07.txt,23732,0.42,Solution is feasible
MMKP_GR02,./mmkp_a_08.txt,35657,0.02,Solution is feasible
MMKP_GR02,./mmkp_a_09.txt,47450,0.02,Solution is feasible
MMKP_GR02,./mmkp_a_10.txt,59304,0.03,Solution is feasible
MMKP_GR02,./mmkp_a_11.txt,71358,0.02,Solution is feasible
MMKP_GR02,./mmkp_a_12.txt,82777,0.03,Solution is feasible
MMKP_GR02,./mmkp_a_13.txt,95076,0.03,Solution is feasible
MMKP_GR02,./mmkp_b_01.txt,10173,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_02.txt,13365,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_03.txt,10390,0.05,Solution is feasible
MMKP_GR02,./mmkp_b_04.txt,13779,0.03,Solution is feasible
MMKP_GR02,./mmkp_b_05.txt,16262,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_06.txt,16082,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_07.txt,15738,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_08.txt,16679,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_09.txt,17081,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_10.txt,18498,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_11.txt,18493,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_12.txt,20733,0.02,Solution is feasible
MMKP_GR02,./mmkp_b_13.txt,20479,0.03,Solution is feasible
MMKP_GR02,./mmkp_b_14.txt,31308,0.04,Solution is feasible
MMKP_GR02,./mmkp_b_15.txt,37281,0.04,Solution is feasible
MMKP_GR02,./mmkp_b_16.txt,41191,0.04,Solution is feasible
MMKP_GR02,./mmkp_b_17.txt,51302,0.05,Solution is feasible
MMKP_GR02,./mmkp_b_18.txt,57777,0.04,Solution is feasible
MMKP_GR02,./mmkp_b_19.txt,61887,0.04,Solution is feasible
MMKP_GR02,./mmkp_b_20.txt,72297,0.04,Solution is feasible
MMKP_GR02,./mmkp_c_21.txt,42832,0.02,Solution is feasible
MMKP_GR02,./mmkp_c_22.txt,40492,0.03,Solution is feasible
MMKP_GR02,./mmkp_c_23.txt,41014,0.03,Solution is feasible
MMKP_GR02,./mmkp_c_24.txt,40542,0.03,Solution is feasible
MMKP_GR02,./mmkp_c_25.txt,42395,0.02,Solution is feasible
MMKP_GR02,./mmkp_c_26.txt,41573,0.03,Solution is feasible
MMKP_GR02,./mmkp_c_27.txt,85082,0.02,Solution is feasible
MMKP_GR02,./mmkp_c_28.txt,130218,0.02,Solution is feasible
MMKP_GR02,./mmkp_c_29.txt,174114,0.02,Solution is feasible
MMKP_GR02,./mmkp_c_30.txt,208050,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_1.txt,24799,0.02,Solution is feasible
MMKP_GR02,./mmkp_d_10.txt,26437,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_100.txt,252482,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_101.txt,181007,0.05,Solution is feasible
MMKP_GR02,./mmkp_d_102.txt,208538,0.04,Solution is feasible
MMKP_GR02,./mmkp_d_103.txt,186194,0.05,Solution is feasible
MMKP_GR02,./mmkp_d_105.txt,175677,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_106.txt,227465,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_107.txt,252301,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_108.txt,237315,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_109.txt,210319,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_11.txt,28194,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_110.txt,178423,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_111.txt,161118,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_112.txt,198089,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_113.txt,280245,0.04,Solution is feasible
MMKP_GR02,./mmkp_d_114.txt,324667,0.04,Solution is feasible
MMKP_GR02,./mmkp_d_115.txt,263885,0.04,Solution is feasible
MMKP_GR02,./mmkp_d_116.txt,301924,0.05,Solution is feasible
MMKP_GR02,./mmkp_d_117.txt,298299,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_118.txt,322876,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_119.txt,348765,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_12.txt,29112,0.02,Solution is feasible
MMKP_GR02,./mmkp_d_120.txt,322009,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_121.txt,260130,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_122.txt,367636,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_123.txt,326175,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_124.txt,267240,0.07,Solution is feasible
MMKP_GR02,./mmkp_d_129.txt,42401,0.06,Solution is feasible
MMKP_GR02,./mmkp_d_13.txt,29527,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_130.txt,62481,0.05,Solution is feasible
MMKP_GR02,./mmkp_d_131.txt,61170,0.04,Solution is feasible
MMKP_GR02,./mmkp_d_132.txt,61119,0.05,Solution is feasible
MMKP_GR02,./mmkp_d_133.txt,59771,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_134.txt,47573,0.04,Solution is feasible
MMKP_GR02,./mmkp_d_135.txt,54027,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_136.txt,67835,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_137.txt,57692,0.02,Solution is feasible
MMKP_GR02,./mmkp_d_138.txt,50537,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_139.txt,64794,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_14.txt,39420,0.02,Solution is feasible
MMKP_GR02,./mmkp_d_140.txt,65579,0.03,Solution is feasible
MMKP_GR02,./mmkp_d_141.txt,65453,0.03,Solution is feasible
